1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,label
0.0,0.20017818,0.101269625,0.0,0.0,0.0,0.20970884,0.0,0.0,0.0,0.0,0.0,0.0,0.4731242,0.0,0.16544358,0.0054970942,0.22666448,0.0,0.0,0.0,0.15091103,0.0,0.0,0.0,0.47317946,0.0,0.056363907,0.55108094,0.0,0.17904925,0.0,0.26079935,0.0,0.09128005,0.45644975,0.5084375,0.0,0.0,0.45457336,1.1384152,0.0,0.1658963,0.0,0.40056407,0.0,0.024323303,0.2634046,0.0,0.21316873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10301435,0.0,0.5719834,0.0,0.0,0.1408372,0.0,0.0,0.0,0.6915159,0.12994838,0.0,0.0,0.28704682,0.0,0.0,0.0,0.0,0.33025432,0.0,0.64369774,0.0021318812,0.102458164,0.0,0.4775397,0.0,0.0,0.17340994,0.28290844,0.61147535,0.04991112,0.0,0.57367986,0.0,0.40257183,0.011895485,1.3982208,0.0,0.5539043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017352011,0.0,0.0,0.027671954,0.0,0.25585005,0.009495706,0.0,0.0,0.072203614,0.26049924,0.0,0.0,0.1308817,0.06892268,0.0,0.0,0.0,0.63097167,0.0,0.0,0.0,0.0,0.07575463,0.0,1.0
0.0,0.2238752,0.57774234,0.0,0.0,0.0,0.3146312,0.0,0.0,0.0,0.04199043,0.0,0.0,0.0,0.02889835,0.18281786,0.097861044,0.38779584,0.0,0.052470624,0.16802326,0.0,0.0,0.0,0.13103986,0.64136684,0.09886433,0.0,0.22937426,0.0,0.23787889,0.0,0.30281433,0.40135488,0.03934997,0.0,0.0,0.0,0.0,0.0,0.79458475,0.0,0.26129583,0.0,0.3359482,0.0,0.15006304,0.24586731,0.0,0.3158425,0.0,0.0,0.0,0.0,0.3030197,0.16223738,0.11128247,0.6600805,0.13728333,0.26442313,0.0,0.0,0.0,0.0,0.0,0.0,0.09482296,0.10184164,0.0,0.0,0.28443837,0.0,0.0,0.0,0.5250834,0.23111907,0.0,0.27720553,0.0,0.3176041,0.0,0.9151364,0.0,0.0,0.31359208,0.17656994,0.68512213,0.44355422,0.0,0.9598174,0.0,0.20554204,0.0,0.7117324,0.0,0.5862053,0.0,0.0,0.0,0.0,0.15199967,0.20929444,0.0,0.0,0.0,0.0,0.2533992,0.0,0.3790308,0.0,0.0,0.0,0.17785335,0.20408356,0.0,0.0,0.04713303,0.0,0.0,0.0,0.0,0.13126948,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.021100082,0.19390169,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.96404564,0.0,0.07739903,0.0,0.38155842,0.0,0.0,0.0047270395,0.0,0.0,0.0,0.0,0.21870112,0.0,0.10690633,0.37781996,0.0,0.0,0.0,0.28339958,0.0,0.0,0.272878,0.7995635,0.0,0.0,0.47175986,0.7122961,0.0,0.83129287,0.0,0.13217634,0.0,0.64818704,0.8232033,0.0,0.19944595,0.0,0.0,0.0,0.0,0.0,0.0,0.0596579,0.0,0.0,0.5643009,0.0,0.0,0.6307574,0.0,0.0,0.0,1.27248,0.0,0.0,0.0,0.56958556,0.0,0.0,0.0,0.0,0.2750923,0.0,1.2234741,0.0,0.24569364,0.0,0.69864434,0.0,0.088176236,0.11075184,0.19106968,0.5498173,0.0,0.0,0.17357537,0.0,0.17434472,0.00014655292,1.0874684,0.0,0.637292,0.03259345,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.069119506,0.0,0.175832,0.0,0.0,0.0,0.040000513,0.0,0.0,0.0,0.0,0.63615376,0.0,0.35659027,0.27691108,0.12691487,0.0,0.10590732,0.0,0.0,0.031488374,0.0,0.0
0.0,0.17292915,0.24851842,0.0,0.0,0.0,0.023956848,0.0,0.0,0.0,0.0,0.0,0.0,0.83962196,0.0,0.2315666,0.19193779,0.440979,0.0,0.0,0.04794176,0.056975454,0.0,0.0,0.0,0.40553927,0.0,0.27794874,0.4285235,0.1962194,0.20940255,0.0,0.48702535,0.0,0.005922258,0.38993922,0.71026015,0.0,0.0,0.56235105,0.69011956,0.0,0.66766214,0.0,0.2012645,0.0,0.12883538,0.32536927,0.0,0.19043624,0.0,0.0,0.0,0.0,0.028821299,0.0,0.0,0.059835378,0.0,0.6725094,0.0,0.0,0.5536681,0.0,0.0,0.0,0.79762334,0.0,0.0,0.0,0.5607155,0.0,0.0,0.0,0.0,0.29709923,0.0,1.0684239,0.0,0.32052463,0.0,0.7567366,0.0,0.0,0.053137217,0.07606537,0.9864724,0.01679795,0.0,0.43154344,0.0,0.23597588,0.022441924,1.2521104,0.0,0.52515084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0032915894,0.0,0.021244137,0.0024009396,0.0,0.0,0.07080019,0.2128001,0.0,0.0,0.024797985,0.05768244,0.0,0.0,0.13472535,0.18654823,0.0,0.0,0.0,0.0,0.048122853,0.0,1.0
0.0,0.15593773,0.22267881,0.0,0.0,0.0,0.0,0.016959868,0.0,0.013785254,0.0,0.0,0.0,0.772574,0.0,0.053098626,0.052417554,0.25724578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29092896,0.0,0.10880962,0.50255156,0.03249883,0.1611588,0.0,0.26410487,0.0,0.015329178,0.45771134,0.59079087,0.0,0.0,0.48211795,0.66763544,0.0,0.46303934,0.0,0.20482028,0.0,0.26692313,0.4495291,0.0,0.2771218,0.0,0.0,0.0,0.0,0.04855013,0.0,0.0,0.046563953,0.0,0.45556635,0.02609169,0.0,0.48980272,0.0,0.0,0.0,0.6708641,0.007939454,0.0,0.0,0.3392737,0.0,0.0,0.0,0.007842967,0.20931704,0.0,0.9116685,0.0,0.27946708,0.0,0.67871404,0.025479019,0.0,0.15647036,0.16321462,0.59981817,0.0,0.0,0.28026912,0.0,0.38901782,0.04901839,1.1635001,0.0,0.52943975,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10402798,0.0,0.09035059,0.024228707,0.0,0.0,0.12141112,0.14405131,0.0,0.0,0.0,0.31024677,0.0,0.05455746,0.23592083,0.22847383,0.0,0.054414697,0.0,0.0,0.04561522,0.0,0.0
0.0,0.19417304,0.59874225,0.0,0.0,0.0,0.01728318,0.0,0.0,0.0,0.0,0.033851378,0.0,0.0,0.0,0.11966273,0.3042765,0.30674848,0.0,0.06336117,0.13277991,0.09053555,0.0,0.0,0.0,0.32828778,0.08304024,0.0,0.31987292,0.3899606,0.44101864,0.0,0.7954196,0.0,0.1736285,0.112659216,0.0,0.0,0.0,0.6484047,0.8678323,0.0,0.33524796,0.0,0.5960282,0.0,0.0,0.27965903,0.0,0.0936023,0.0,0.0,0.0,0.0,0.24770442,0.0,0.04641649,0.15008742,0.32747823,0.6101649,0.0,0.0,0.0,0.0,0.0,0.0,1.0679908,0.3426438,0.0,0.0,0.43472022,0.0,0.0,0.0,0.31138718,0.18933806,0.0,0.33252835,0.0,0.0,0.0,1.0871849,0.0,0.0,0.16803008,0.1045634,0.68703973,0.38877505,0.10621733,0.2884433,0.0,0.0,0.0,1.0092721,0.0,0.5130708,0.0,0.0,0.0,0.0,0.0,0.06590116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25718516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.1400937,0.024173524,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6696996,0.0,0.23450388,0.041638505,0.32864264,0.0,0.0,0.0054929107,0.0,0.0,0.0,0.0,0.45559272,0.0,0.16770619,0.87690973,0.0,0.05791766,0.0,0.33961588,0.0,0.011519083,0.5535301,0.40484846,0.0,0.0,0.57786703,0.78296393,0.0,0.48179713,0.0,0.26047012,0.0,0.07645002,0.2692507,0.0,0.52307487,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0048927814,0.0,0.5352298,0.0,0.0,0.071652085,0.0,0.0,0.0,0.7973602,0.31276125,0.0,0.0,0.06280801,0.0,0.0,0.0,0.0,0.4620176,0.0,0.6769762,0.0,0.043642413,0.0,0.47131336,0.0,0.0,0.10074669,0.18734471,0.79465944,0.08849813,0.0,0.44867322,0.0,0.30034804,0.0,1.1036153,0.0,0.69641966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.033724874,0.0,0.0,0.0,0.0,0.39155576,0.0,0.0,0.0,0.075778954,0.017944971,0.0,0.0,0.1762906,0.19666718,0.0,0.0,0.0,0.8191126,0.0,0.0,0.0,0.0,0.12870315,0.0,0.0
0.0,0.084120706,0.39823776,0.0,0.0,0.0,0.048237845,0.0,0.0,0.0,0.13400464,0.0,0.0,0.0,0.0,0.35576987,0.18522936,0.42130738,0.0,0.0,0.0,0.110278755,0.0,0.0,0.0,0.39368892,0.09981324,0.28491846,0.35856545,0.19610767,0.07052403,0.0,0.41289505,0.0,0.10777455,0.0,0.27956712,0.0,0.0,0.31891188,0.59501356,0.0,0.7552894,0.0,0.11410341,0.0,0.10004145,0.16388816,0.0,0.20631321,0.0,0.0,0.0,0.0,0.23775448,0.0,0.31854725,0.0,0.055615574,0.85866696,0.026467025,0.0,0.037848905,0.0,0.0,0.0,0.68728757,0.0074567646,0.0,0.0,0.52862954,0.0,0.0,0.0,0.011354297,0.22232771,0.0,0.6200436,0.0,0.17722517,0.0,1.0495529,0.0,0.0,0.123542175,0.26038384,0.7746651,0.054658145,0.0,0.46969128,0.0,0.16855359,0.0,0.7685642,0.0,0.583093,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0078104734,0.0,0.038802803,0.0,0.0,0.0,0.044271857,0.0,0.0,0.0,0.09609668,0.017529583,0.0,0.0,0.08705692,0.03623866,0.0,0.1065104,0.0,0.0,0.0,0.0,1.0
0.0,0.0,0.33354113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6760303,0.0,0.075537056,0.11377383,0.29520452,0.0,0.0,0.15848392,0.0,0.0,0.0,0.0,0.5361748,0.0,0.107354686,0.27988353,0.10793125,0.013545431,0.0,0.3939592,0.0,0.0,0.4005707,0.45085463,0.0,0.0,0.5506596,0.6721365,0.0,0.8307398,0.0,0.1342771,0.0,0.30301386,0.8913702,0.0,0.19282869,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.46711266,0.0,0.0,0.120220944,0.0,0.0,0.0,1.1909668,0.14588137,0.0,0.0,0.70182556,0.0,0.0,0.0,0.0,0.16704828,0.0,1.1416376,0.0,0.24151784,0.0,0.9190954,0.014990509,0.0,0.3371768,0.11511342,0.7153634,0.018770441,0.0,0.046338707,0.0,0.10711864,0.0,0.9447117,0.0,0.6618931,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031034231,0.0,0.06251916,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2098563,0.0,0.1332562,0.21298462,0.019079909,0.0,0.013006449,0.0,0.0,0.0,0.0,1.0
0.0,0.017459884,0.68865144,0.0,0.0,0.0,0.07440188,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32636565,0.28263703,0.37068608,0.0,0.030895501,0.075634256,0.0,0.0,0.0,0.0,0.5772917,0.2168689,0.0,0.4879743,0.0,0.36824173,0.0,0.2951612,0.0,0.39833945,0.0,0.0,0.0,0.0,0.19485357,0.5194354,0.0,0.6035777,0.0,0.2661456,0.0,0.20733929,0.28662184,0.0,0.34509325,0.0,0.0,0.0,0.0,0.2512443,0.0,0.41630965,0.0,0.103925735,0.39110565,0.0,0.0,0.0,0.0,0.0117234215,0.0,0.47946292,0.26200414,0.0,0.0,0.33553457,0.0,0.0,0.0,0.0,0.30179447,0.0,0.43333393,0.0,0.13794637,0.0,1.0596294,0.0,0.0,0.35076797,0.17269102,0.63640994,0.20896912,0.0,0.5562893,0.0,0.4189724,0.0,0.6017668,0.0,0.85728335,0.0,0.0,0.0,0.0,0.0,0.086767614,0.0,0.0,0.0,0.0,0.0,0.0,0.09600553,0.10603309,0.0,0.021585166,0.06514865,0.094374605,0.052582383,0.0,0.07440479,0.0,0.0,0.0,0.07085843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
